timestamp,x,y,z,label
0,0.7279274860476888,0.6202858237178008,0.8168939202938237,stairs_down
1,0.4610205441918721,0.675920630448977,0.7581287037269371,stairs_down
2,0.4373736245344508,0.5536517377654457,0.715008283191907,stairs_down
3,0.295926501527591,0.4425464338726953,0.2754902295281886,stairs_down
4,0.11192965224035967,0.14145449994252765,-0.02686301511262461,stairs_down
5,0.32041444584280576,-0.13122994707426164,-0.03469668444382699,stairs_down
6,0.24411442671838546,-0.265085237045141,-0.40166619142004695,stairs_down
7,-0.0879418649876205,-0.22306119157695375,-1.0110986437548113,stairs_down
8,0.04544743554172235,0.09584109736478899,-1.161400568560171,stairs_down
9,-0.4337867735484674,0.2666318320477852,-0.9010795488852623,stairs_down
10,-0.7624054020012356,0.39161563708270475,-0.5892616919128353,stairs_down
11,-1.0263961293481867,0.051155628284779826,-0.2938142480956693,stairs_down
12,0.5627037729153821,0.5281726883825903,0.6199536029473903,stairs_down
13,0.41170939953788066,0.6365381018228672,0.7727914170639972,stairs_down
14,0.24318685420961741,0.5665751724098296,0.7414679755859048,stairs_down
15,0.3430123986679781,0.33339233255460465,0.36186032029653936,stairs_down
16,0.2389585225345868,0.08910538061055151,0.07504616911241684,stairs_down
17,0.28669902509191786,-0.05941765806659825,-0.22032052798906537,stairs_down
18,0.21581714794484314,-0.16470392809975298,-0.6497809047780607,stairs_down
19,0.10209201590698509,0.30189872673552576,-0.7984641160411635,stairs_down
20,-0.11723395870749535,0.33899672317982593,-0.9094034110863859,stairs_down
21,-0.7185401594271184,0.5344195437321537,-0.7898173875670694,stairs_down
22,-0.8521507106046681,0.4222643144453702,-0.7333064880067579,stairs_down
23,-1.1931611888218476,0.09078695635560541,-0.1724215674280655,stairs_down
24,0.7133009745358878,0.7816217669246428,0.8280495041450602,stairs_down
25,0.4799216109182954,0.5920716447804567,0.8287998737957865,stairs_down
26,0.2821568811235676,0.3416544390059392,0.5094301926535731,stairs_down
27,0.20712859680630022,0.39459521608776127,0.3159382389234206,stairs_down
28,0.2917401477570443,0.02672919113348462,-0.1364592013919494,stairs_down
29,0.2489858456283967,-0.281940504984316,-0.3311007333993439,stairs_down
30,0.24167403849695637,-0.28677188058195446,-0.39215456542555027,stairs_down
31,0.052410470442614286,0.20444240809509284,-0.7995622986816956,stairs_down
32,-0.4384896372767353,0.2642349831217601,-0.9743425172892101,stairs_down
33,-0.6084017958449662,0.10144759545627911,-0.8977681004492079,stairs_down
34,-0.8874946166402343,0.18909522995169561,-0.5644433818348913,stairs_down
35,-1.2044613237094288,0.023619852796054306,-0.1821704502473271,stairs_down
36,0.5070781155810008,0.5766947668532115,1.0416885152824276,stairs_down
37,0.3402728941890628,0.6197537636935507,0.7874785855578241,stairs_down
38,0.19770115417626105,0.3173129336624974,0.45926856348846784,stairs_down
39,0.3829518922471128,0.6286442580732727,0.4357416875953093,stairs_down
40,0.36463114985923323,-0.057403825125499616,0.02096239913340256,stairs_down
41,0.1149170105414424,-0.1765064670202034,-0.24734754821412877,stairs_down
42,0.15741859860763044,-0.15603914845611147,-0.635523022909121,stairs_down
43,-0.1778919075298856,0.08757859448252817,-0.7714463648445192,stairs_down
44,-0.249736605094301,0.3966605700566746,-0.8285055398679833,stairs_down
45,-0.6814598803678296,0.6056320452311348,-0.719762714767816,stairs_down
46,-1.0120442057636396,0.31034762706065844,-0.24719992364196747,stairs_down
47,-0.9458678270308889,-0.11888519761931346,-0.1947689962520127,stairs_down
48,0.4676659964687479,0.6872041915574645,0.5307598222884305,stairs_down
49,0.12668222985898595,0.43226306444047286,0.8488860399747892,stairs_down
50,0.4471227138994149,0.45615512937791525,0.46844201908619193,stairs_down
51,0.21381769035658377,0.3015686482069318,0.2875897134079517,stairs_down
52,0.40592467505986557,-0.006332775068235951,0.11243702674900909,stairs_down
53,0.2910000741606207,-0.08333223464093631,-0.24763358222655246,stairs_down
54,0.24181497912655048,-0.13968659720930993,-0.7208884091070933,stairs_down
55,-0.07742235128214237,0.23766371700418523,-0.8001637868292151,stairs_down
56,-0.19004503835218792,0.4373667666964042,-0.8851431431461317,stairs_down
