subject_id,timestamp,x,y,z,label
1600,243826687535134,2.638977,8.026077,4.450226,clapping
1600,243826737889137,2.7286835,7.9420166,4.447937,clapping
1600,243826788243141,2.6434479,7.9202423,4.3738556,clapping
1600,243826838597145,2.6094666,7.960449,4.3679504,clapping
1600,243826888951149,2.6169128,7.996475,4.24942,clapping
1600,243826939305153,2.638626,8.036118,4.165436,clapping
1600,243826989659157,2.5549316,8.025864,4.1748505,clapping
1600,243827040013161,2.5072174,8.12059,4.285034,clapping
1600,243827090367165,2.6068115,7.941391,4.3044434,clapping
1600,243827140721169,2.6111145,7.996689,4.27092,clapping
1600,243827191075173,2.6382751,8.004288,4.2241364,clapping
1600,243827241429177,2.6740417,8.0864105,4.0888367,clapping
1600,243827291783180,2.5529633,8.111145,4.052475,clapping
1600,243827342137184,2.538498,8.003967,4.0277863,clapping
1600,243827392491188,2.6374512,8.06102,4.1327667,clapping
1600,243827442845192,2.6680145,7.904373,4.4207,clapping
1600,243827493199196,2.6164093,7.980133,4.233307,clapping
1600,243827543553200,2.7111053,8.0503235,4.217758,clapping
1600,243827593907204,2.8056183,8.111404,4.014969,clapping
1600,243827644261208,2.8076324,8.107834,3.9526062,clapping
1600,243827694615212,2.5891876,7.986786,4.1377716,clapping
1600,243827744969216,2.6429749,8.047241,4.261093,clapping
1600,243827795323219,2.7333527,7.895645,4.440262,clapping
1600,243827845677223,2.6371918,7.8896637,4.331604,clapping
1600,243827896031227,2.5077515,7.960083,4.2929993,clapping
1600,243827946385231,2.6274261,8.049988,4.164566,clapping
1600,243827996739235,2.5780487,8.033386,4.076599,clapping
1600,243828047093239,2.6569061,8.017609,4.1808777,clapping
1600,243828097447243,2.7242432,8.047546,4.101776,clapping
1600,243828147801247,2.7669525,7.9775696,4.4903564,clapping
1600,243828198155251,2.7394104,7.8436737,4.279358,clapping
1600,243828248509255,2.572281,8.012985,4.299057,clapping
1600,243828298863259,2.6227264,8.063187,4.223053,clapping
1600,243828349217262,2.6380157,8.1467285,3.8861847,clapping
1600,243828399571266,2.6248474,7.961502,4.258728,clapping
1600,243828449925270,2.7875824,7.9286804,4.125122,clapping
1600,243828500279274,2.7563171,8.068909,4.4512024,clapping
1600,243828550633278,2.6501312,7.8466797,4.331787,clapping
1600,243828600987282,2.5990753,7.9920197,4.2446594,clapping
1600,243828651341286,2.6352081,7.987549,4.302994,clapping
1600,243828701695290,2.7954254,8.077896,4.1079407,clapping
1600,243828752049294,2.7903595,8.013489,4.0939636,clapping
1600,243828802403298,2.707016,8.001022,4.1618958,clapping
1600,243828852757302,2.6225128,8.120682,4.270523,clapping
1600,243828903111305,2.629242,7.8361053,4.443619,clapping
1600,243828953465309,2.6167145,8.019775,4.2348633,clapping
1600,243829003819313,2.6233063,7.9849396,4.2721252,clapping
1600,243829054173317,2.6690674,8.1050415,4.117401,clapping
1600,243829104527321,2.6761017,8.08931,3.9383545,clapping
1600,243829154881325,2.5821533,8.063919,4.20842,clapping
1600,243829205235329,2.8059235,8.063705,3.9814606,clapping
1600,243829255589333,2.7128754,7.9872894,4.3901215,clapping
1600,243829305943337,2.6541443,7.9101563,4.330002,clapping
1600,243829356297341,2.6000366,8.099457,4.097168,clapping
1600,243829406651344,2.6428528,8.052246,4.071945,clapping
1600,243829457005348,2.7350922,8.153885,3.9354553,clapping
1600,243829507359352,2.743637,8.117172,3.9685516,clapping
1600,243829557713356,2.5891876,8.089935,4.0144806,clapping
1600,243829608067360,2.8101196,8.12471,4.1810913,clapping
1600,243829658421364,2.7702026,7.9248657,4.2537994,clapping
1600,243829708775368,2.6646576,8.011536,4.175003,clapping
1600,243829759129372,2.6217651,8.062363,4.110306,clapping
1600,243829809483376,2.6967773,8.106583,3.9798126,clapping
1600,243829859837380,2.7455292,8.139648,3.9077606,clapping
1600,243829910191384,2.7958984,8.083145,4.003769,clapping
1600,243829960545387,2.7639313,8.00676,4.1486053,clapping
1600,243830010899391,2.8074188,8.013123,4.1443634,clapping
1600,243830061253395,2.68042,7.99617,4.3555603,clapping
1600,243830111607399,2.5737915,7.974411,4.2150726,clapping
1600,243830161961403,2.619461,8.0403595,4.126602,clapping
1600,243830212315407,2.7396393,8.042419,4.0255127,clapping
1600,243830262669411,2.7541962,8.090317,3.855133,clapping
1600,243830313023415,2.9434357,8.063202,4.3660736,clapping
1600,243830363377419,3.0058136,8.042358,4.540695,clapping
1600,243830413731423,2.7989197,7.9364166,4.2799225,clapping
1600,243830464085427,2.6850739,7.9504547,4.313324,clapping
1600,243830514439430,2.6213226,7.9586487,4.2639008,clapping
1600,243830564793434,2.5995789,7.980957,4.151825,clapping
1600,243830615147438,2.6109009,8.021011,4.1420593,clapping
1600,243830665501442,2.756485,8.00499,4.1483307,clapping
1600,243830715855446,2.8244934,7.969269,4.391968,clapping
1600,243830766209450,2.7326813,7.9243164,4.501053,clapping
1600,243830816563454,2.6411896,7.894623,4.362808,clapping
1600,243830866917458,2.526001,7.889282,4.389984,clapping
1600,243830917271462,2.5953674,7.9481506,4.3415375,clapping
1600,243830967625466,2.6478882,8.008011,4.0572815,clapping
1600,243831017979469,2.715088,8.022125,4.0182037,clapping
1600,243831068333473,2.8790894,8.1093445,4.1166687,clapping
1600,243831118687477,2.785019,8.044815,4.3439484,clapping
1600,243831169041481,2.6763916,7.9201508,4.357147,clapping
1600,243831219395485,2.4928436,7.966446,4.291168,clapping
1600,243831269749489,2.58078,7.942627,4.2964325,clapping
1600,243831320103493,2.7590332,8.139603,4.257675,clapping
1600,243831370457497,2.8833313,8.295197,4.017212,clapping
1600,243831420811501,2.7039948,8.164444,3.7359924,clapping
1600,243831471165505,2.637146,8.041809,4.1343536,clapping
1600,243831521519509,2.6393433,7.9214783,4.4205017,clapping
1600,243831571873512,2.478012,7.9203186,4.2868195,clapping
1600,243831622227516,2.289322,8.043991,4.2730255,clapping
1600,243831672581520,2.4387817,8.069092,4.1578064,clapping
1600,243831722935524,2.5927124,8.038223,4.100815,clapping
1600,243831773289528,2.729889,8.036484,4.2156982,clapping
1600,243831823643532,3.032196,7.9662323,4.1949463,clapping
1600,243831873997536,2.8713531,8.18541,4.1951904,clapping
1600,243831924351540,2.443344,8.102005,4.1638336,clapping
1600,243831974705544,2.5509338,7.7366486,4.4864807,clapping
1600,243832025059548,2.7922363,7.655609,4.455139,clapping
1600,243832075413552,2.6641083,7.97435,4.5132294,clapping
1600,243832125767555,2.678421,7.9959564,4.271103,clapping
1600,243832176121559,2.6641388,7.8496246,4.14209,clapping
1600,243832226475563,2.8436127,7.7336884,4.5809326,clapping
1600,243832276829567,2.7039642,7.739044,4.6897736,clapping
1600,243832327183571,2.6593933,7.6781464,4.5885773,clapping
1600,243832377537575,2.4682617,7.7456665,4.598938,clapping
1600,243832427891579,2.8536224,7.6154633,4.6683197,clapping
1600,243832478245583,2.86055,7.9353333,4.293335,clapping
1600,243832528599587,2.7362213,8.015335,4.2130127,clapping
1600,243832578953591,2.9880524,7.8961945,3.8723755,clapping
1600,243832629307594,2.7949677,7.9279633,4.7091827,clapping
1600,243832679661598,2.6852417,7.75029,4.5850983,clapping
1600,243832730015602,2.647766,7.778366,4.392517,clapping
1600,243832780369606,2.4873047,7.7810364,4.63414,clapping
1600,243832830723610,2.7648926,7.9118195,4.4003754,clapping
1600,243832881077614,2.7302399,7.998871,4.148468,clapping
1600,243832931431618,2.7447968,7.9138336,4.3483124,clapping
1600,243832981785622,3.0484924,7.949829,4.008194,clapping
1600,243833032139626,2.816574,8.01828,4.4579315,clapping
1600,243833082493630,2.693161,7.7260284,4.485504,clapping
1600,243833132847634,2.5948029,7.9080963,4.3101807,clapping
1600,243833183201637,2.5882874,7.8371735,4.4410095,clapping
1600,243833233555641,2.6761932,8.0056,4.208786,clapping
1600,243833283909645,2.6322632,8.002106,4.072708,clapping
1600,243833334263649,2.6691284,7.9593506,4.2713776,clapping
1600,243833384617653,2.8607178,8.024414,3.8968048,clapping
1600,243833434971657,2.7698364,8.036545,4.342102,clapping
1600,243833485325661,2.7907104,7.806473,4.401291,clapping
1600,243833535679665,2.6794739,8.019836,4.077881,clapping
1600,243833586033669,2.7809448,7.975769,4.1423798,clapping
1600,243833636387673,2.8740082,8.092667,3.9495087,clapping
1600,243833686741677,2.8297577,8.095032,3.92276,clapping
1600,243833737095680,2.7919617,7.9825134,4.1145325,clapping
1600,243833787449684,2.9029846,7.972351,4.048889,clapping
1600,243833837803688,2.7792816,7.955414,4.4467773,clapping
1600,243833888157692,2.7765808,7.9285736,4.1804504,clapping
1600,243833938511696,2.768402,8.045685,4.102768,clapping
1600,243833988865700,2.8265991,8.005951,4.089905,clapping
1600,243834039219704,2.8030853,8.039215,4.0677643,clapping
1600,243834089573708,2.8032684,7.9858093,4.126541,clapping
1600,243834139927712,2.795395,8.000961,4.144211,clapping
1600,243834190281716,2.7761078,7.9258575,4.3393707,clapping
1600,243834240635719,2.7279968,7.8668365,4.425659,clapping
1600,243834290989723,2.6950989,7.903183,4.3148193,clapping
1600,243834341343727,2.65036,7.943039,4.2936554,clapping
1600,243834391697731,2.7393036,7.9929657,4.1691895,clapping
1600,243834442051735,2.8029327,7.960434,4.142334,clapping
1600,243834492405739,2.8967743,7.9104156,4.1577606,clapping
1600,243834542759743,2.86055,7.955536,4.2225037,clapping
1600,243834593113747,2.7511444,7.895157,4.518463,clapping
1600,243834643467751,2.681015,7.851944,4.444351,clapping
1600,243834693821755,2.665512,7.911026,4.3698425,clapping
1600,243834744175759,2.7382355,7.9350433,4.3316193,clapping
1600,243834794529762,2.760971,7.9564514,4.178055,clapping
1600,243834844883766,2.7181244,7.9792023,4.2167206,clapping
1600,243834895237770,2.8750916,7.945404,4.1928864,clapping
1600,243834945591774,2.9089813,7.8877716,4.400406,clapping
1600,243834995945778,2.7469635,7.8151855,4.556015,clapping
1600,243835046299782,2.6602783,7.8410797,4.360443,clapping
1600,243835096653786,2.6429596,7.908554,4.322174,clapping
1600,243835147007790,2.7261963,7.969757,4.2598877,clapping
1600,243835197361794,2.813324,7.9514008,4.2375946,clapping
1600,243835247715798,2.7655792,7.9399567,4.252472,clapping
1600,243835298069802,2.8462677,7.9115295,4.2013855,clapping
1600,243835348423805,2.8037567,7.9082947,4.4993134,clapping
1600,243835398777809,2.742691,7.8478394,4.469162,clapping
1600,243835449131813,2.6128082,7.8895874,4.3375854,clapping
1600,243835499485817,2.622284,7.9522095,4.365921,clapping
1600,243835549839821,2.699112,8.02153,4.1812897,clapping
1600,243835600193825,2.8417664,8.008652,4.061142,clapping
1600,243835650547829,2.8788147,8.020996,3.9818573,clapping
1600,243835700901833,2.810257,8.024399,4.1610413,clapping
1600,243835751255837,2.8076172,7.907654,4.4753723,clapping
1600,243835801609841,2.680893,7.933777,4.3138123,clapping
1600,243835851963844,2.5595856,7.938141,4.233963,clapping
1600,243835902317848,2.6398926,7.99527,4.182266,clapping
1600,243835952671852,2.7203522,8.059235,4.0106506,clapping
1600,243836003020712,2.795456,8.033585,4.0200043,clapping
1600,243836053374716,3.042389,7.9969482,3.831543,clapping
1600,243836103728720,2.9259949,8.011551,4.349304,clapping
1600,243836154082724,2.807907,7.8549347,4.506897,clapping
1600,243836204436728,2.603836,7.93544,4.2619324,clapping
1600,243836254790732,2.6210022,7.896805,4.285141,clapping
1600,243836305144736,2.6574707,8.038391,4.210785,clapping
1600,243836355498740,2.7865906,8.051315,3.9109802,clapping
1600,243836405852743,2.8993988,8.030869,4.163666,clapping
1600,243836456206747,2.9695435,7.9578857,3.9909973,clapping
1600,243836506560751,2.8055725,8.003799,4.3014526,clapping
1600,243836556914755,2.6762543,7.7966156,4.544098,clapping
1600,243836607268759,2.6467133,7.880554,4.3088226,clapping
1600,243836657622763,2.6200714,7.908554,4.347809,clapping
1600,243836707976767,2.711792,8.029877,4.1901245,clapping
1600,243836758330771,2.7778168,8.094299,3.9670105,clapping
1600,243836808684775,2.9427185,7.8809204,4.29747,clapping
1600,243836859038779,3.0937347,7.7588043,4.135376,clapping
1600,243836909392783,2.7635498,7.9135895,4.7129364,clapping
1600,243836959746786,2.6283417,7.8209534,4.472061,clapping
1600,243837010100790,2.6146698,7.9463654,4.2223206,clapping
1600,243837060454794,2.707367,7.914215,4.39209,clapping
